Nama_Hotel,Rating,Image,Latitude,Longitude
D'Valley View Lembang RedPartner,"3,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WLWe1zrBmUHuOqPkRGMDyAelc8uJ6_XEhCnV8-kEnnpsKve_UhIAoLBikwEhuGGDyadgKwcHK-t6yXxj4ii5t90aJvw3nTBMX8ALWkN6dZVOC0Rp0v9XvkkRCgtA52rtatFIdOuHrrseJgCVWeqQwWQWykrQPibieTwRL-ida9FYDYOjq7gr_QO=w138-h92-k-no,-6.8219782,107.6091578
OYO 2452 Hotel Metro,"3,7",https://lh5.googleusercontent.com/p/AF1QipNV5ZsvZcQ8Y6ZpLxeIUsIIQDpo_Mo1ABmYb7k=w137-h92-k-no,-6.9409262,107.6549893
SPOT ON 91609 Pondok Mill's Syariah,"2,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WKp4axUO9Eaoax8T6KRBqIrK7pl5oMIAmB-T0lKP_ObBcYG7hxTq1xf09mrrDeIY6mmxAIKYjJfeW2eVbglX3QURztWQOsGyDs6xDbkjxxiQNoh-j-brpGwQYWwQvjPpZsYGRN4mq7a5HYCmkUWSiJwdjKqfWe-8qI7FKRwhCKmHvbexm35ucK5=w122-h92-k-no,-6.9292731,107.6028861
Casa d'Ladera,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WK5nuQeVKC0o3BQ1Y9juwjm0KiXEWqAUSs5X4IVVUrVaqU3D_V6d-g-Ba04EYYpvkyRX3b5K7yuhSiZQAKOJHx1AbFyD5VBjXInvvcxfVmK6SxCahgWqGC5GeYHF6e0QnSci5ARTOxfCpdNL5NbfKfx4CNXorXQCO0xMIvoBzcgtIzfP_OdvnRo=w163-h92-k-no,-6.8618876,107.5963939
Tirtasari Nice 2 Guest House,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WJleQDTuolAOv8XVi3gC4Jri3qEJPxqSc9iK99-wqcPsEBzTuUVyZND7h-3HqjoW4lSG6o53bermB3mGSbyCPv3ecxqu3tUNBv-C1eyHGp5Mjh6I6y5Sz65EoVC_XJ_xnxYfMPWqdaY3laMXZwc22jTxxK5cPDTZ8C_NhLMJCNxQVIAC13_47RgjQ=w122-h92-k-no,-6.8758703,107.5744375
OYO 91350 Garden Hostel,"2,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WKfH5S5hkgZCkw6TYZT0E1mS1IcsV1jDgk0X3-uhrnla2Iv4mgm4SdxUCsSwBgja__i6TI5cV8SAtGVlv9RVVPA4HbkF1ClFrQDk8--2k7_LgLyKaFTEpy_113oIuKwZlmY4gyZagI5aY-PDewkCcA9q0DvZsR3AI19fpg2YVMJylh4XGh6Mo0q=w122-h92-k-no,-6.8800635,107.6164601
The Attic Bed & Breakfast,"4,8",https://lh5.googleusercontent.com/p/AF1QipP7dgzwcIZGXp2u2oBWm-2l6cwN2KXp665tU5I=w80-h106-k-no,-6.8894558,107.6141969
Pondok Tajlibu Syifa,"3,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WIlNdYc0P027l5-u8iwSUCkNrYFn8fOQtUs6q10csFnpzFc0OPTfmZqrdPSRzXMoTGtRGrbfMU5_KAAgiF9wlyDOS0_8hiWUqVz-fUzEdbPMO1jO6XHZ7OmOKKyEozdSOm-VKiR4VJGnoZbgcJ2czVsyEjjJ50SWyU8kK4eP2ytyI70M9snxjkE4w=w138-h92-k-no,-6.8945354,107.5984356
Mypodroom,"4,8",https://lh5.googleusercontent.com/p/AF1QipN0lofkZi9J9LNSk5_fwh8GVSHE6Cp5dOSdHOnE=w138-h92-k-no,-6.9229229,107.6092749
CT 195 Bandung,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WKA1pUXVESbr7ICj3czNme8H0SzKmApt5ULY2gCfEztEMEzUEyFM1uQF5qn_XChGNrv1C8PevP8LPHn0Wh4uM_cmAJO6nF70ke9jvKjkK6TUMCYLyt1-GcnI87ZUCmTSq-erHxHDIFIOISaWRyf9AEj0wAt5hXOPrgRbfg6I107tCiCGLDxRbbX=w80-h106-k-no,-6.8800706,107.5903618
Jarrdin Apartemen by RumahKu Group,"4,3",https://lh5.googleusercontent.com/p/AF1QipOpIkN7xsKfKfFlISE1mR9XuyBiCBpnCw456iRI=w163-h92-k-no,-6.8921351,107.6051397
Adinda Homestay Cibodas (Penginapan),"4,6",https://lh5.googleusercontent.com/p/AF1QipNPHyjZk47jOvF9f5NCgH9cG_Pw1y7j0H1ufOD-=w137-h92-k-no,-6.8247383,107.6861486
Cherry Homes Hotel & Residence,"4,2",https://lh5.googleusercontent.com/p/AF1QipOeS3XrDdUyL4XuoJaOmmzmCFrnXuN0OO5_SOmE=w137-h92-k-no,-6.8870322,107.5843192
Elenor's Home,"4,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WLM5E69O1ly6DgzZYkh-RTN-ebJtlO7UoOkf4fn84bWfQm43ScqvAJEzbg7ZAfPeLycei3GqS_yWG-a71ns3R-OoT__pTLT2TU09b2_sThiA9hh_Jo95xVb07ST6Rcfepfl469bbMkeLY_fz1DPlcqu8Uopp9hkX0qLMHgh1yByWVs_5ViB-q0P=w122-h92-k-no,-6.8879733,107.6012665
Collection O 25 Hotel Baltika,"3,3",https://lh5.googleusercontent.com/p/AF1QipPtDoRh_EAAqBGmQjFdSKtc24cfqiZKu0tCw3Zf=w163-h92-k-no,-6.9232647,107.6225257
Salis hotel,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WK18anxil9-ZezsCO9pPJnqgJ4jmgc3zwcfTtXlN_SUqmb0Llq1PMk-IidOfSStL_uTJyHAEMXtT9LQJ6qVjjvfV4l6SqzMEZ-3qfjQbRlHlb9iYp36lcttqwkRAAxTNE9dii0vtouzVMeckZs3Ih7OWz5loVmGrtcHutaf9N2UZL7BBmUhcg5H=w122-h92-k-no,-6.8610936,107.5951767
SPOT ON 91993 Pondok Hs Padalarang Syariah,"2,7",https://lh5.googleusercontent.com/p/AF1QipPf8e9xEAVPziMArf2paavWifKv_R9JjGIb1Buq=w122-h92-k-no,-6.8512813,107.4953943
Mogens Guest House,"4,6",https://lh5.googleusercontent.com/p/AF1QipMUe-hm9X6IyQiDgbVHaahvWyz6_1-n272QkrjZ=w137-h92-k-no,-6.911974,107.606344
Sukajadi Hotel and Gallery,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WLmwDrzpaGLWXEllnJ-x16ZpadOQD0pi3LV_nsgrFFwOWSOsztGytDRzGRNVHKcSDs8JCLwnADjTkawJWTIuzSoz0Y-Ok04n6SR8IN4rgDmhtMeN4xQ6SZ-dWK996Kgl953gwdktdHGp9X_ZaLFUXU4wRxgl4bncxUWmsOKRZO5sJRc2TRROu_WGQ=w139-h92-k-no,-6.8856388,107.5969927
Ghotic Hotel,"4,2",https://lh5.googleusercontent.com/p/AF1QipNLTk9z-vGrOvOOm9ftOy8DEiENd0CDh6M5I1Pu=w122-h92-k-no,-6.9442969,107.6469949
Collection O 10 Sweet Karina Bandung,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WJqs78RPRGOICpO6WwuwfHXWWuFGbuWwBkvq2Y2ZkHJk6tVfWZqUllkoxkMf9l_u-dpfB0E1d6xl9LH6EMu0s_1Gru1VzqfN5FaKpYesLHpnNQNqMKSJst4u3kWgqZsBk097gX53VJIJGTocoMb4TEqjsQcci9oz4vFoRxdian81q4c8n_zN9PT=w162-h92-k-no,-6.8865134,107.584501
SPOT ON 90200 Pondok Sabaraya Cileunyi,"3,9",https://lh3.googleusercontent.com/gps-proxy/AMy85WKW1ojAMEVQM6eFbCOcMS8ItaYGwn66nJEk-bu3zp2ev_a7pchEhtHVUhvJkmjdr2QSgc4O0H2ApK6_pzAa6BaGVG_fLjt71miOOTjK9XyPvsyExdTfVBACNJIKOawL5-fl2qb02yEH1JmG_lMc774TvVgYgy-TGmtOy2v6Ozwu-92LxLxOt_HO=w138-h92-k-no,-6.9440119,107.7579229
C60 Homestay,"4,8",https://lh5.googleusercontent.com/p/AF1QipPbei0ex89BoUO5tB2ogHgXXA4x6jsccTKPW_Br=w80-h106-k-no,-6.8967879,107.6221411
Collection O 92277 Setra Priangan Guest,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WI0bvRhGfCsy2Mq4MdnY1NLKVnIPlJT1Qb4TUxNVzPwD3y9rXaQd5FEYPdUgprMqIIijT39N_e8dXwRcAvLM8WxrhIjlSoR_PZ4akv5KmojnZsMG9EvX7hxe2R0LLxDLxoxTEbHpqmgkzuYBHT5RQKDOZRCmP2KTrVAkkmbPfxnd-q361RDoCI5bg=w138-h92-k-no,-6.8792576,107.5892509
SPOT ON 91638 Anna Homestay Syariah,"2,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WJf4JgrIZ7FfLbSG1siIn_SkfIKHRsFHFP13XMFVN1H6L1uWrTjNha8ZixFSQoN2WNTgwQEBZFTgoZdoeK2SAdcRTgqKwkaFuxUBTM_wkdIjduNIz7JPC2NS4SEpVX30NYE0amcBFQ46sbnJYtHphphR_nrKh2URJbovWzJ6YnD09XgTE1piPRO=w122-h92-k-no,-6.8718858,107.5927077
"Bobopod Dago, Bandung","4,7",https://lh3.googleusercontent.com/gps-proxy/AMy85WLcMuifUSB7f2gLglYLy5kI9xMNVwiBE2-sMiCgaAA0Qwg3LMtzsMRZtwKd1MCBRpz8SaubMblLwWoRLQaesh5zBnd-Al3no7imjphA-HTLH2AOnbOXX16r-4JKcyc1lGKmqzxWe9MQoxrEvAtPV66xZOQAw35hWK8QgwsDcbfPo4tAkp3R7pQ=w138-h92-k-no,-6.9023738,107.6129795
OYO 91364 Pondok Alfa,"1,6",https://lh5.googleusercontent.com/p/AF1QipOtxLrqH2oH0kMQNDoQO-eZPd3Rpxx14VgQA0qC=w138-h92-k-no,-6.9345453,107.6128888
Dago 207,"4,5",https://lh5.googleusercontent.com/p/AF1QipMsuu5Giwy-XXsHIV8fV_Htne_BnSDYxyGZlf17=w122-h92-k-no,-6.8823038,107.6150859
Shakti Hotel Bandung,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WId3PEGTYkL_nOAh7_Tx38G6dAD44jTI30qyLmKMFJRrOQwzoacLzk004TsvvZcrdzyYTfKdrkdKmXnRn-x0sZogmXxh33Bwx3kqEk6rCiGEbVLuJsT5wQaA9bL7ioQ80YivHURLprOvdsqVOFHJWHQfCS-O6VROZ50rynsfgqey9f6b4-Y4HY49g=w80-h120-k-no,-6.9373946,107.6971435
Ibis Budget Bandung Asia Afrika,"4,2",https://lh5.googleusercontent.com/p/AF1QipOi-YykeYfaA0E71sGI74hCkr2ATnjJafZieEOd=w122-h92-k-no,-6.9222239,107.6132498
Accordia Dago,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WITpB308w3yslylCaG5qwXn2GWQT_HVk6J2be3zT5m_LS_eWtFg3qHYltwJrtMWCgaM5EIODPzH-3Y_NTgYnY1f_QN6C04Mzpk03k7k7GzmnjYVARlspqUpQefjZq_NKDI-bMv8tjxrQYtNKDfHGD_VISOixlsq5-TOGq69O7BRxl8OhewHzqk2=w163-h92-k-no,-6.8657284,107.6258316
Pondok Kahuripan,"4,0",https://lh5.googleusercontent.com/p/AF1QipPi09TxR16HrjfI-MqoxTEbG64mN3NHTmWN0gIm=w80-h106-k-no,-6.8317599,107.6055978
SPOT ON 91469 Pondok Pelita,"3,8",https://lh5.googleusercontent.com/p/AF1QipMwt2pna3t0JUyyVWckXpi24SIopsPk1u8lTqlL=w137-h92-k-no,-6.83602,107.5741165
Hotel 88 Alun Alun,"4,4",https://lh5.googleusercontent.com/p/AF1QipOHnVceq5x3Tz1V5PQxDmjZ73B21AsD48j1_zuj=w163-h92-k-no,-6.9211938,107.6061891
OYO 342 De'kayakini Hotel,"4,2",https://lh5.googleusercontent.com/p/AF1QipOypjxlMx5tbI4sWUmJO8vjDB46zdMw_An5OMUs=w137-h92-k-no,-6.9475191,107.6766362
Namin Hotel - Bandung,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WL-bF3mg0fVYdQDWaZ22IPp1u2ZhBGoQK-SLi52TuevsTHmR4PDGuyM1j9rJvz_PsHnJ2D3qhvE2SX8PNavq7_H-k-fwQaqh79ERCgdJD7S5F8IuVe_AnnDhYUMUwSLqoTW0NKvJJdLDplWXQTmWql7fbTxWLBi5wZ8AfuYUHbWJgr2KOWGXoL3=w139-h92-k-no,-6.8950833,107.6144706
De'qur Hotel,"3,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WKMOjTKtr3srdf9UTi9ilXl-e5BXH654mPbzkAF-MOSKfRKkq9T14Z0OaB2rXcKVehfT8n7C4rwFMoUUHRBWbT-6332eRcbkktwIQAt4Z6A2G28lw-JrUv-w7bYKWUsWINpfca18EIldz4vuWIi2WhN2meXRmGYsa3CmdjdvJNgkhwqq1xmzA=w122-h92-k-no,-6.8955224,107.6164154
Wisma Rina Rini (Musium Sri Baduga -Tegalega Park),"4,2",https://lh5.googleusercontent.com/p/AF1QipOHT8rAN7TwXlFZ1hiSjlUPx0fBfpcR5sPicLY=w80-h143-k-no,-6.9394856,107.6049186
Bukit Saung Bambu,"3,8",https://lh5.googleusercontent.com/p/AF1QipP9VtlXZnGI-4kmExPgDLk2WbriRSEhWNkMS6YW=w163-h92-k-no,-6.8613852,107.6636285
Bobobox Pods Cipaganti,"4,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WIgde3XJbwsnh0ojIocZk0Cn7C9KdhwrJnL8R8Ws6au0idYxX57lAvZT0nhJ9aqWtlFksiS48LtgJ5ZCI_8lCLnHsWaH58RjrtHmQlioPfibWuuTEyxtcu-CBQFOuyPwumekHwpDcslEfmrPjw6Njj21zu4Dwy79z_FZOW--rhyCFv2xBcRTZN6=w138-h92-k-no,-6.90281,107.602781
DREAMINN Guesthouse & Kos,"4,3",https://lh5.googleusercontent.com/p/AF1QipNQwtYejnxQfhTwqW-3xx3Z7uIzBymx_udaPsJi=w80-h173-k-no,-6.8883739,107.5835184
Grha Blue Sky,"3,9",https://lh3.googleusercontent.com/gps-proxy/AMy85WKlW-hd4RBZMk5QfefxqiELFDRTTBrXK6tg3xw9mb_rt38qMGkHrtcZb4V3Y_Pt0z_P9kvg9UYLZ1UT2H9WYnnfOd7_G0Nh4_FFcJmH0q8peVZwOKD1RCFMhdu_d453pJCfo9MvUtsTLl68ks_NOzk1f3SUFphCAXPrdxjvZli7FUpn-K-_abm6NQ=w138-h92-k-no,-6.8843554,107.5780626
Panen Hotel Bandung,"4,5",https://lh5.googleusercontent.com/p/AF1QipMz8jwDtlSCYalf6zj4Dv7OOzdce-_KGsx6KNFa=w137-h92-k-no,-6.909144,107.624781
Dzawani Hotel,"4,4",https://lh5.googleusercontent.com/p/AF1QipPTl5v1hsg_h86nKbVNYP1xSGHbSgF-ncMfYYOB=w80-h106-k-no,-6.913934,107.6151509
Hotel Santika Pasir Koja,"4,6",https://lh5.googleusercontent.com/p/AF1QipPF2vt0ZctiJuHLI8RVnPDP41B433s1IbxdqfhD=w122-h92-k-no,-6.9328398,107.59043
SPOT ON 91367 Rumah Bundo Syariah,"2,1",https://lh5.googleusercontent.com/p/AF1QipMuY0kmUtSkN78KuXCQxRq0ifyR-AFSj_llh0Y4=w137-h92-k-no,-6.9348931,107.6414468
Daun Residence,"4,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WIC8OZcFK89r7q5O4DaGQZl1YvRV_MSm2sJ6ridFoXEduzOUcpI23VJzlaPaMzcIZD3CYV1g_QAnOY4Z7TSFV5TtjlBPlHGQUx5A7l4PFbdrXCPhyYVcDyyID2fIs-DeBKl-y6i2LIoLzA4ENRXxeDg8BSyFGgr9oqJSarhIfiLdpkhQmyanxIo=w80-h121-k-no,-6.889906,107.6135851
Hotel Sakura Bandung,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WIDrb9zaQI8RQpYiAksS61acAgmNNUAZ_kfRYOz8g69um0HrtX95jdr0pbKzJFfAYvCivzoT3paYTa6ZiGlXpsGwSgWDcpDjQO8PeUmMUpfUi0R1qkRYZUwbK9ODeRUcjhKjUr90QZ2waZ02Fq5l80F2smb2hnsubWImUIvxfc9MBSY-34yQ9_J=w122-h92-k-no,-6.9034443,107.6052217
The Jayakarta Suite Hotel & Resort,"4,5",https://lh3.googleusercontent.com/gps-proxy/AMy85WItXrICw-hH_vr5K4P8BtebLTTZFwxl_awUn-JqL7DdjlTZO4PIZcd-XkQMm5R5omUwtCuUQzK7VPpSzzdP1dQuh11-sstE_0iG7j3nDRVwbaGWgfM8FDYGNakBsrxWouzWuvnbqqgmORevxxcBkzJQuST2UhGAXv6kCwo7XNN9Tt_aXjkDh_N_Ig=w113-h92-k-no,-6.8706,107.619437
Shofy Guest House Syariah RedPartner,"4,7",https://lh5.googleusercontent.com/p/AF1QipN0xRvPPIud-U6d1qHU46v7X7Xv-sPVri_BngBl=w138-h92-k-no,-6.941585,107.6638227
Hotel Santika Pasir Kaliki - Bandung,"4,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WK2lxVD9UeIU8BIFhVXVSdxaF22jH8WIj4ajwURo6n4py8HIYnw1GZ4shhu5MsC1fdx82V9R4mFFtjuHZnNoHdYCEq876JgwpT3CkkzLw8OGmadDxRo3AWGyVpTPPzYDfabJT-keS8LfRzLrGZfplgUMliBlaOVIQcVVqonvHAfXnw-GvXkUwukKw=w163-h92-k-no,-6.9101934,107.5981814
Shakti Capsule Gatsu,"4,5",https://lh5.googleusercontent.com/p/AF1QipPeEsUNfnNuXAvpmexK3pfkNaeBXz4gz1pSDfoC=w80-h177-k-no,-6.9303689,107.6394525
West Point Hotel Bandung,"4,3",https://lh5.googleusercontent.com/p/AF1QipOXLm8ZwvqYA6NBbIVctKr4MPTGM8jhud-37hBW=w163-h92-k-no,-6.9124746,107.5780199
OYO 90892 My Guest House Syariah,"3,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WJ-8vAWAXf-SL5BbEm1qjBqEc6F1yULDPOb6onJgQAGwCv3pdD2FEUYPKttgciIL3fhHDueif7NsTA6gecCFHSIqgfLDeHvWwlvCHtTS-YI3oY18xI_Ful7z50PkFCKn4b3F9_rz96ozNA37VIDuD_Eq95kKVUBR3ST-rbirStlkWqz1YSqDC8CSg=w138-h92-k-no,-6.9004209,107.5225269
Infinite Residence Bandung,"4,4",https://lh5.googleusercontent.com/p/AF1QipO6Yi3ifrCgrsydcFDurhD2XNfPEeY4DgqmvWfv=w150-h92-k-no,-6.8868089,107.5853703
The Ethnic Hotel Bandung,"3,2",https://lh5.googleusercontent.com/p/AF1QipNW8OFNLq89RNYnpz8DEP0u6IvgbBe3Kj4VVvqr=w92-h92-k-no,-6.9098131,107.6185925
Chara Hotel,"4,1",https://lh5.googleusercontent.com/p/AF1QipOqwO7Ed2RhaEsOoldS2TxtoZ1WL56xYY_gDfel=w122-h92-k-no,-6.9224994,107.6196775
Penginapan Bandung Syariah RBG,"4,9",https://lh5.googleusercontent.com/p/AF1QipPYmr6OIuioLBEiYm4kovcTGDANMn2GDIIFJDk3=w122-h92-k-no,-6.8912529,107.5665249
Easton park jatinangor,"3,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WITpHCx0YdQBIvwvZxo4OfEtOmObPa3QFXiH8Bvo8NjjctxKbNBv-RW36Xzfkm8FUdrA0AD7I7K0DkCifLgI6TOua4fDQstUEV_GlVXDB-OWTCALPNwi8UoJn5XJeygQSI8W79fFdV0x1uD2ZI9rQCje2DZo1jg1dgZvQy83T_D9wvdd7adrzi8=w122-h92-k-no,-6.9364764,107.7652736
Wisma Intech,"4,2",https://lh5.googleusercontent.com/p/AF1QipNC5S02G9BcXBzJ_5orySr8IPQUL3ChiFVfS6_F=w189-h92-k-no,-6.9547701,107.5834398
SIMPLYCITY HOSTEL SYARIAH BANDUNG,"4,5",https://lh5.googleusercontent.com/p/AF1QipOOomRsBrPL6XN6QV9kWo6DPw3q62Al5FldQjOL=w138-h92-k-no,-6.9172261,107.5990941
Naval Hotel,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WINmNy9ybCWM0jyb8t_IQhpqXxbdJLQ3GKTB_dyZIhx3z462_JTr8pTwnCgk8wjXphiQs9PzUHBvkVzmlLgJ2J7TfpFbXg7Dahn75PsbLCwcu7p74_2SIXs3L78wyBVcGAnuWk3WZNkpp297xTTjpRaCBrHDLsBmMfdNvdFgEBZDlZYaQBderCK=w138-h92-k-no,-6.885002,107.596887
RedDoorz near Setrasari mall 4,"3,8",https://lh5.googleusercontent.com/p/AF1QipM-26XnWCGWtMWcA0exbCN4vzvGpqg1VItvejiy=w80-h106-k-no,-6.8807689,107.579175
PIA Hotel Bandung,"3,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WKAgbs93VSqXDu61vqF5fuV9mXoaxIyY2e0Q0BMG3x_TZwYtsovWh_fGgXrotqYDv1U3UfdsNU8BHBUO4k54nX78junjQLnyX55tz3_J2Utzd-7bHFuc0aa63sZyyaMMDQDOUKxQkG7puQPdFTv3kAuhBC-BSamY3ErCIr4frg38v2EeO5LohYrIUYF0UxjxpnBnns=w122-h92-k-no,-6.9498654,107.623791
OYO Homes 90849 Cibeunying Homestay Cibodas Maribaya,"1,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WLfyLyiZjnaRY6LFdyRN7zj9-hsx6N-R9LHYen8bGf1LNJZ4J3BiAH8UArz5zq3MarrHRQVCQJK1Qmn_zThoRW1WYMRUNWcMnAZ8zgDBgMiqb4sESc1AxS3PYtx0_j_MqyMPrY7tAKymLjIcDvRVQgYbcMhgYjsMCwEIMezO_bxbCfHgTNUpDw=w138-h92-k-no,-6.8294762,107.6875137
Super OYO 2672 Bee M Syariah,"3,8",https://lh5.googleusercontent.com/p/AF1QipOHhsHm1PEB1m4wMw9PDb6dDa8R4K2nlxeLyPAv=w163-h92-k-no,-6.9478595,107.5923007
SPOT ON 91425 Mekargalih Homestay Syariah,"3,7",https://lh5.googleusercontent.com/p/AF1QipOuodBrZB6PvARX6jZm0jyqrSszEoICldf357LO=w137-h92-k-no,-6.9551125,107.7737543
Wisma Dago 11,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WJn0yUuKc8QANfpk1I_kCjl5bI7yMk-N67gXyWVEjSP0BeGV-y7cv0fRVKXAKlar6is9bBbbj09QsTxovHfBRlR1_a93SrvMgsOM81zV_ZOWbIyCPzNJe5cLrfl3PAmFuwwXkn5UN_Fc5ZXbTkof--kDuV0XgrDS90gqGjh9VvpxgyLTpWySHKZVA=w122-h92-k-no,-6.8739496,107.6180572
Rumah Lereng Bandung,"4,8",https://lh5.googleusercontent.com/p/AF1QipM6ES0Ud6MI3PHPc7leIDlS7PHz8KmtDfLeOJY1=w122-h92-k-no,-6.8980667,107.7321061
Summer Hills Hotel & Villas Bandung,"4,3",https://lh5.googleusercontent.com/p/AF1QipMqLUFKbsgfYrke9ELnRjBCe9zagUhn_h50tYfN=w147-h92-k-no,-6.8705616,107.5863565
RedDoorz Plus near Pasundan University,"4,3",https://lh5.googleusercontent.com/p/AF1QipPW0ot9R1LM6ubV-MDa_XU2hHBumx0JowzJMidM=w138-h92-k-no,-6.9277382,107.6128049
J hotel @Bandara Soekarno Hatta,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WK-XBkKwCwAhe3Mtbp3wAHtOQ1qgPrYlvIyRlEF75bmCuIKEzC6ctw7b_tEXRYmiP_TM5tAwJ91dISBU-oBK7ZUT2YsH121p1BkdaOnQWwqLj-a1WafnLX378qYrfM_-JDG5E9ByChm6ChvPIuhjRLuplKdLDbVNpOoZ68rApTikEz7Dpc5gNP9QQ=w138-h92-k-no,-6.112849,106.684261
RedDoorz @ Permata Sari Karawaci,"4,3",https://lh5.googleusercontent.com/p/AF1QipORU7_N7RgC165kAGmCXO3iDYzwETJAUlr8saXD=w138-h92-k-no,-6.225785,106.586055
Athena Syariah Residence,"3,8",https://lh5.googleusercontent.com/p/AF1QipNOgmf0rP142Jli9Nz9Ne9KcBPyWbGl_0V3bbS6=w138-h92-k-no,-6.1689552,106.635968
RedDoorz near Stasiun Tangerang,"3,8",https://lh5.googleusercontent.com/p/AF1QipOJlfqIP66_1I_o0mF6NeTsBi5d1UzpPqDVctU_=w138-h92-k-no,-6.1773841,106.6348492
3J Living Lippo Karawaci,"4,1",https://lh3.googleusercontent.com/gps-proxy/AMy85WL8SN6OBfOQIs2B8zw-5C6-qaa6kFGmaG4qgKPkG-036KQckjGOWjS5BLDbI7nwJYwLQXe48zFRB7s9p03QryFARoZ3fE54aJROWpddU6OgCDqKoRVvVaWK2tGFnGdD-CrL2Wu-yrs0Ipsq1yq0fHX8IVgFuFC6vGJfXlSYZFIUcm5tZ8C_kDK6=w122-h92-k-no,-6.2281755,106.5907792
OYO 390 77 Guesthouse,"3,3",https://lh5.googleusercontent.com/p/AF1QipMCQ3XsjLG5rGHKUQx5XIkzj31SgHyRQupq05sz=w163-h92-k-no,-6.2947703,106.629789
Orienchi,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WK0xhL4lu9uMU4R4SlLAMPluixGg6oK6GY9a69djMgsPu2OeoRzi4rCqweHDVXt2fAk-jmK8W4YTs4uGgeijgzzUQtdmb-87Uptl22qPiMGgg1Moolhe41UtcKuBkqMbWpN9BukAqzrUXClgH36WlX-veX572o5NqshYIK1saTvjZJHd3zCWHh6Hw=w138-h92-k-no,-6.2083703,106.6297896
OYO 90358 Poris Residence Syariah,"3,2",https://lh5.googleusercontent.com/p/AF1QipO9l0Q5RKFaeRA9Kz0jU3I4jFGjQjwgRRoVz0vP=w137-h92-k-no,-6.1642585,106.6811327
De Green Inn,"3,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WLXCPMosfIydgf3oq6TCoJM8rTdysbvPPlH0M6TXHRPiURzrJ5vduKXInQvIpNbQwyctfq9xld3Ey5VEUP9Frravt1rhK4F9iusZiVh9iF7KFrRZbsV13uF2APLD3C728Zz1y8sSm4cIXCNFCoDRGnvUh2-VpFLPxWccWjgopHnxqdDY42WMRdQ=w80-h120-k-no,-6.1435642,106.631316
KoolKost near Stasiun Poris Tangerang,"3,7",https://lh5.googleusercontent.com/p/AF1QipOWvFqykHZ_FWfkmnHRnAC16m7iFwTFdFyEcTUK=w122-h92-k-no,-6.164162,106.681129
Hotel Sion Holiday,"3,4",https://lh5.googleusercontent.com/p/AF1QipNiTZkBxzyLEomB-QYAhDmpMQU6cIyzaTHwa3GW=w137-h92-k-no,-6.245566,106.6489061
KuroHouse Aeropolis,"4,4",https://lh5.googleusercontent.com/p/AF1QipOaUNgynD1iVd_DsIsZCdwv3vG8-JMcRlEfOwmW=w163-h92-k-no,-6.1432972,106.6276334
Alifah Hotel 01,"4,0",https://lh5.googleusercontent.com/p/AF1QipNcNQy6gdqfBp4ETpsrHJjAsKJfGGpBAhBqbN3C=w99-h92-k-no,-6.1151494,106.6890099
Starlet Hotel Serpong Tangerang,"4,2",https://lh5.googleusercontent.com/p/AF1QipOyMA32HmUyOPL_TG0YvpOB9nWq3EV9LG8M6GW0=w138-h92-k-no,-6.2306977,106.6410526
RedDoorz Plus near Soekarno Hatta Airport 2,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WIlYGpupRZyVnDD7owkKzMnsR-7UD_LsIaaVUjTx0-ch3q10d1cFLiSmZ57IvDcS79toIxfG7OToT56zMcehvet9oOk1GPYrtBLofhBUORFdnnLKA_qYmwRp4_vmP8QGX00fLPmdOxzB2n7RMmW-33ekSRtR_SoSH1j1zXmEBfAjccAd_3i29Bv=w138-h92-k-no,-6.0988038,106.6872764
