Nama_Hotel,Rating,Image,Latitude,Longitude
OYO 1805 Fatmawati Mansion,"4,0",https://lh5.googleusercontent.com/p/AF1QipN9pn9CQ5pIGu8Gd5na5-kZcXIM2fZOVp2uTiqm=w137-h92-k-no,-6.2958281,106.7949362
De 80's Ekonomi,"3,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WJDR5gjOYbQfQHDozDHH07yqY6MBEs2V4ZfrRH-K-u2IilBUZcuI3urfR9rFpdz0za-R-mki5QSE-M1GRJL253YGw5DOuOH3eAkd2AQSc7uuXh3fGgElS6Ct6MKOae03h_j8QGW_ZBsJCxDksidFi01r80RK08VvZ3a3uX9hidK0Odr6lt7SCnTHA=w138-h92-k-no,-6.1518611,106.8293492
RedDoorz near Gajah Mada Plaza 2,"3,7",https://lh5.googleusercontent.com/p/AF1QipNlqVody-WZRIwZh1nZqQmPV3sEcjSCMCVFSi6R=w138-h92-k-no,-6.1587512,106.8159072
RedDoorz Plus near Senayan City,"4,5",https://lh5.googleusercontent.com/p/AF1QipNaBOE7AEGDMDKuZDk7Zj4-7uzqApuoBC8rLz_4=w138-h92-k-no,-6.2336695,106.7931657
VK Pods Jakarta @PIK,"4,3",https://lh5.googleusercontent.com/p/AF1QipPg6k2MmxfkiJ-yiZ2TXG2c9NxvfDKh01FJEzp7=w80-h106-k-no,-6.1122327,106.7442509
Bendungan Hilir Residence,"4,3",https://lh5.googleusercontent.com/p/AF1QipOOzlaAy-seDJBhxFu33liigRQTEAfB3qIA1t6I=w146-h92-k-no,-6.213182,106.8110286
Hotel Fiducia Otista 153,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WJ7xFniINworkrZskEWqYdlSvvafjw5d5V14h8R3CTA1V1L263B6ZbwofxGFXCPlfq_Kx2f-DYa7Np1KrUIL1qeZDpYMTKIbNUiLA9hP__CgCFQQETumF6eZcP8ZH8PjAmGis5MEA7c7ielLaJsIgMcxrLOXJYkFB6-T_3kt-pmckx9bn-iYUSm=w122-h92-k-no,-6.2391658,106.8696092
RedDoorz @ Taman Bendungan Asahan,"3,5",https://lh3.googleusercontent.com/gps-proxy/AMy85WJ-oayUQrW5oQqHbLySC54nZbxnybJq8A8rtjN1zfVB9nTUB4_PJA_xv09ZvPQ58znzLv1-fA5FHGMpLp4J0v_q-f-sg-vFUWfiJvqQAkZRx1LIUA2MwbfvMo0g59s5jnQsYuA8rngpFcKbvVAXhEXQYRikgBKBHPmX3xC0UociaUt4S6R1odpP=w138-h92-k-no,-6.2140177,106.8096759
"Urbanest Inn House Slipi - Exclusive Kost and Homestay | Jakarta Barat, Indonesia","4,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WLtFoor3VALp6K3W4ugeuI29xjjYaeqP0Pu5O8Kvos5JapSfbZ-424KTejzyXhKznnN91dX6PJ4tCpEyvfVFuJNo6UPi4m_rR74ZvFO-8eni94S6XegDuWm5zpWATGE4tR9FpJD_35FCpyQFmuf-lj6mQbWZ5wwCkjHl8iX3_8SINjLj8GRRXlVVQ=w80-h121-k-no,-6.1918422,106.7932006
Nusantara Indah Hotel,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WKrmmVqIf2ii6FGuI2job_AHY_K5AXI0dgY_asBvTG1jp2pupO058tShpwPf9IPJtXrHAlo8zUM2bh0nRQ5zwBm72Y34XXE6Vv3U6T_w16CH-CBkwJ5YnhevdnA1WCp3N4ZNC2zVJswTgOp5tpbJz4Z8_283-Dq1jnhgE1wYiLvg17S_6hMoMwa=w138-h92-k-no,-6.191813,106.814554
Sewa apartemen harian Bijak Panorama,"4,3",https://lh5.googleusercontent.com/p/AF1QipMNSQR6lpY3JZygR7GH4nAbPfeIvZBgz5TkUyvh=w80-h106-k-no,-6.3641835,106.8340846
OYO 3300 Nadjara Residence Syariah,"3,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WJf6JXL0X8d4mE_o1e56QG8hX30iXYxfwWrBBFkkmPX1gmnn07jeyr7wDbtHtRyUgrGUv6kObd3FpfoxE8K28TKDGXARZNfuydGN-OezciVkwx4uc4Z8b9gkYwvscTmEnygpw2HiCl7ipVY64AlBxwWAUPFa_ofLpY12I8Y6Ue4ryQjm4zYuzbO=w138-h92-k-no,-6.2774599,106.8100437
Sultan Residence Syariah,"3,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WJqu0JBNeD9scNSOItZ3b-ttJ1ZR96RRLRoPpH9mYKOT0HySKyrtdn7G0fR0dLGCyt-LZ7t4oA3OzMzZGqsOcgtomN88mRs-oRcp03rJD-R6xEZhL0sOSCnfkWvETQsz96gTecPIInf5dT-gtUMtYzKoBJx9Wcyt5w9OZOmMn-Yg6UYAqrSomqy=w80-h106-k-no,-6.2848846,106.7912043
Golden Boutique Hotel Kemayoran,"4,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WKUgjXyrMSLHxX5LoEFlKyOBOEaimRrWMXyE--1MyD7ZvfBP9oD8u2OVGKKVd2tpOSVWSi6V_KTjiF5sjoZns2CZAWiOPG6rpxLeCkFaz8zDU70xqKcYUmmq1QYAJS7pGRHnGGT7zlAZqP0q-1_9sv-CK5Un3Dqt_aiub6ybm8Ret1GXym9mBs6TA=w138-h92-k-no,-6.158773,106.838075
SPOT ON 90060 Jq Homestay Syariah,"2,6",https://lh5.googleusercontent.com/p/AF1QipNKffkbe2pX7wYR8Q1CaJM_cT9ZF1EpohbT0N7Q=w137-h92-k-no,-6.3183857,106.751143
RedDoorz @ Cilandak Timur,"3,8",https://lh5.googleusercontent.com/p/AF1QipPTfCXV9OpCf_2KjVOCZllH8UqyWikoNHUxe0po=w138-h92-k-no,-6.295631,106.80954
Hotel Dequr Jakarta Kota,"3,9",https://lh5.googleusercontent.com/p/AF1QipOAnYEQlUouUXSUNTPupLurdsWwDGuNX3Q4lFH6=w175-h92-k-no,-6.1348141,106.8111042
Graha HSC,"3,9",https://lh5.googleusercontent.com/p/AF1QipPARP3n8-7Ah2Nc-Q7rvzueMR1Nwjt7Euiof1IP=w163-h92-k-no,-6.371465,106.8351241
iRoom Residence,"4,1",https://lh5.googleusercontent.com/p/AF1QipO7bnfychJ2-PI7wQpdjkgBLSs4IPvb-TLmeylS=w163-h92-k-no,-6.1886384,106.8192794
OYO 90268 Aliyah Syariah,"3,2",https://lh5.googleusercontent.com/p/AF1QipOuvhqNXc6dPKvjKdyC9a4vvXhyldu_p-YeWB-_=w137-h92-k-no,-6.113583,106.6919126
Maven Cilandak Hotel,"3,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WKlv54j4myVcff0XiKRyCcxmPwgjeTLBy42JUdvCWATkMU0MhhOkkvS6ypkkXbabdt936Vje5F5BitmpZ0w5tYOouzi7VIliD3XR-RCkbxLdLppAqnG6J2uLAcMe8LP8aqL0TUh-Eqkjf7k9RU5wSt7Bu336pqtnlNAEEMGCQ658ShWXNIMpuR0G7HZqIUl5iQMiQ=w122-h92-k-no,-6.3117059,106.8031678
Ozone Hotel Pantai Indah Kapuk,"4,2",https://lh5.googleusercontent.com/p/AF1QipPpLD2ODfl7Jwrdh8V9nEn4yOKxeBvWc3re-Ixr=w163-h92-k-no,-6.1127908,106.752577
de green Residence gajahmada,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WI27mEmzUsQKbe2wRxv_K53sUSqmaqwdS0g7tDPB8x_RiXbQqU_ZmlaKRWlkDpMy7snhnBZctIiJ1KDhTk0-XoWgbWQMQGvOi64Jte8f0RddCW2sVQfAO7MJ6pQ__6rOa0h7DFA5gwEvxYGMUfTk23v6Lxyw2PvCxlMIHLC8XxIuoZQQfKLimmK=w138-h92-k-no,-6.1511609,106.8162167
Hariston Hotel & Suites,"4,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WLu3guZSlIKE1rKh84DKC04Uld8mIJq1jntvCs-xLrp74r1gv8REgYEOFTPfG7tXDSnmZzlMqcxm4hpzZaXPcBreee5D7Q6pgxaAsvFiQUb_QP5B1ivMH4S0Pem_iaByoP7GDuDlgJYhOue_ZNbnySmmAM-lnRE3Da748bVXlqsuNj12BwsrHfD3A=w138-h92-k-no,-6.1372029,106.7877746
GRAND PALACE RESIDENT,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WLnXRRFg3YY5WUbcxtp-n709g21atHJB4B2vBvi3osvtkR9xOms600Dy1f3vM6vk76hUIgBfRuhzM2cVXfwmGaoPEUAyR_RTXkk1oH7PRicXKyeyz62ZPrDpfhScUU-GG6r5A5SnEch4SljTLoPK0TLHlSeHN4i2i8a0OhBSPWvcapDHFJAJTl0=w138-h92-k-no,-6.1777689,106.804672
OYO 3755 Sweet Home,"3,0",https://lh5.googleusercontent.com/p/AF1QipOwYtFXPpgxeSVF6zs4aohyHOWVKGdOjixNXsEI=w137-h92-k-no,-6.15047,106.820715
Green Apple,"4,1",https://lh3.googleusercontent.com/gps-proxy/AMy85WLUpXA-4aGU_8YL_zP4vMnD8Bm7rOHPOUzlwGwvt6UCDdMyuF2PA-z_DNRanupEFRY7IUMPAZ3BBfL7p_ZLY1v2idGAW8xEBrSjd89GLaoNfviFmVEdCZt0yzEaXwdj6V8GTPd9d81XGPJODn5UmUodsqYHfqqm4a6_NvWL0YoHJzB3s8hrcvE5=w163-h92-k-no,-6.1853782,106.8192956
House Of Livina,"3,5",https://lh5.googleusercontent.com/p/AF1QipMr3ZCLNNJ0_xnCUH3QLWpddRvyLuMluW4yD-x_=w137-h92-k-no,-6.1929598,106.8533632
Puri Saras Bintaro Syariah RedPartner,"4,0",https://lh5.googleusercontent.com/p/AF1QipO6tFveesB5KPjPt1r97fDaNafwyHTRSDWfDo6W=w138-h92-k-no,-6.272506,106.724398
The Packer Lodge,"4,5",https://lh5.googleusercontent.com/p/AF1QipOUJvcbZmrmFLDhx1ecHNG_7ZcXQty46iWJBqfZ=w116-h92-k-no,-6.1460823,106.8150338
Ethan Hotel & Cafe,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WJLtU9106fJ7crILlvvMZ57vgDzyQTKfMflh7g0ZP-jGQdpcHx-tDJx5xQSi4qyJ9muXEegC-mXr8FaGmbe3RPlewBAsj1lczVjfCDFmURUtUyRR37X4jL6dgpgibjFBO496UeGXM5YNfc03WC03PWr-7XvKHp7MFyxNlteS7HqNRqglpDZyjOP=w80-h106-k-no,-6.168961,106.9153994
Yellow Bee Tanah Abang Jakarta,"4,7",https://lh5.googleusercontent.com/p/AF1QipOSjc-sGEsdFwFKGwKtxc1BaFGTGQqLQesdTfjA=w138-h92-k-no,-6.1868948,106.8180245
Front One Boutique Hotel Taman Anggrek by Azana,"4,9",https://lh5.googleusercontent.com/p/AF1QipM3sVa_I3-aqz5Ii5XmtKeIMzE5YJVx613UYLGG=w163-h92-k-no,-6.1848337,106.7853437
SUPER OYO 160 Lontar Residence,"3,5",https://lh3.googleusercontent.com/gps-proxy/AMy85WIz1akdV8rZu0g4D0wrWxw60nC1R1o-SeTzpymM8eu_Y5YuMaKhUN5cB4PafNFrIAhnGUoWdatUjAM2E3vu8Kc5LpTqYpuhE9-GMkAsIdA6rBwpF7bgEozCu0rDVoI2Id0pZvuV1oyq7CoUmdV5DW2WhPkDMyeK-zneUOoJ7c-RtdAUmWeOFPbTvw=w138-h92-k-no,-6.1832474,106.7817441
Areca Boarding House,"3,9",https://lh5.googleusercontent.com/p/AF1QipPAN7ammhtGlOH4_y83NTS8LxqnW0AHy_SxrH1W=w138-h92-k-no,-6.3091412,106.7951837
Pondok Seruni,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WLdVLb7ivY2FVO9RnJxIFw8jldPgjvN5FkmrZEDl6-4Mp-Oh39XXnYxG3Z7v1_74R2ofrNT9mjrkGgAGp_4j4meXCR1ZZ2LjTI6rTnhRwfAbnzfoUeWFnnyU2P6YF5iacH-ojKpoESNAm9VM5Cv-Tlr81MEIZfy7YrzA9CpGgOmsG-sfWFmrz0I=w122-h92-k-no,-6.188059,106.793554
OYO 989 Audah Guesthouse Syariah,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WJepCAev6zFd7OaTGQDn3P0lnq3xzsouf2iuqro6d8aDF-mKafDWjeuMdES1HK1rBoasG1LvlnztP7oP4ElKZDE7B4cVf--MMEJrOaWv2rAsOeLGyqo8tkbltlRg8anC3rchoBdvXjCvW0cQJfbcipSIqnGEaNKOBA5PAgKHaE7WoREleve5f6Vzg=w122-h92-k-no,-6.2101267,106.8262506
Lugano Arte Homestay,"4,4",https://lh5.googleusercontent.com/p/AF1QipOTPOI26r91ETFcFmQ_Yhxrwwsw4tUETJYTV1Ua=w122-h92-k-no,-6.1646374,106.8209989
Fajar Inn,"3,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WJe6fkLOas7A-aCn_k2-Ml-pOjxuDhcCWhBJKB_ZMnmoPvoDijTBzZloneF6BHCnYgRjnbjCJI15CnErBp4A_B-2c1ZfFLmAAT0D69R5kS6NJQGEHwZy6ZA7xFmwS1xgLTpq2YxFiiLnRrTnwzTW8j9pNjcuxwNBYo23g0_qNha6xRcCfXv14r46Q=w122-h92-k-no,-6.3754254,106.8982964
Capsule Hotel Old Batavia,"4,4",https://lh5.googleusercontent.com/p/AF1QipNiYSR6xFyo035rRY4SFF7ha10KvJzfEd0uir0y=w122-h92-k-no,-6.1939175,106.8383728
LeGreen Suite Sudirman,"4,4",https://lh5.googleusercontent.com/p/AF1QipM3-1W8HWhl0WTyhGqnY3Iz9XMV_HkeVfu9XUy5=w80-h141-k-no,-6.209237,106.825457
RedDoorz near Kota Tua 2,"4,0",https://lh5.googleusercontent.com/p/AF1QipO9__NFnS9i104QTa4twKdVad2vpblPe9NBNfrK=w137-h92-k-no,-6.1327186,106.8074325
Amethyst Cengkareng,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WITYt-dq9WAbcWi_d18ED5TJqP0grS3KZdNjtAmyeFy7PxvR4WuSsAPu-ptWBysO3aTP-ipx8p6MB6hKGLGtHvZHzcg7eDm-UHAWl8a6ZwEDJRQtfVi9Hse5lEockzJeX9vb6uwduKsrjptLk6ZvgpgEFi5c5VBWllEguO3EzjSx5GvypSMJ8k_=w122-h92-k-no,-6.1393476,106.7337583
Mypodroom,"4,8",https://lh5.googleusercontent.com/p/AF1QipN0lofkZi9J9LNSk5_fwh8GVSHE6Cp5dOSdHOnE=w138-h92-k-no,-6.922923,107.609275
Hotel Bukit Juanda,"4,4",https://lh5.googleusercontent.com/p/AF1QipPmsivyAdcKGF6sa2camAqOXTBtspgcUJCYDVW-=w122-h92-k-no,-6.868406,107.620807
RedDoorz Hostel @ Dago 2,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WI1px6-g14HazvmxkLeGx2qoXozGjgCCgsgGlwz4dWSQUGy6HU884DfA_uXTRyhTMcMwLYFy2nxDIURZkWv8GkIwiSy6GQw2CIy6L1EPWf7tc_ZwipH7oOfqklruFii2S-aogIOdiYAImBZKVo8IcnTyaXwBptzyvUOq1CUNKNLo_MWFgqemoOROg=w138-h92-k-no,-6.8801643,107.616432
OYO 92121 Mitra Dago Antapani Syariah,"4,3",https://lh5.googleusercontent.com/p/AF1QipPq542-aNjdSQmZExD4m0Q2TFpBw2JUkUgEwT8q=w137-h92-k-no,-6.9107716,107.6612372
Balebat 2 Resident Hotel,"4,4",https://lh5.googleusercontent.com/p/AF1QipP0IhcA5xndFqn5-Jgc37gOA4zvi2C-hvyrKOeK=w137-h92-k-no,-6.8547816,107.5917257
Setra Priangan Guest House,"4,2",https://lh3.googleusercontent.com/gps-proxy/AMy85WIQxxrPyEuQscig8jMmMa5UUj-rLjGD1sy6D26lDAxcTFdzTDmBEI2DF9-UGjxcPt3fL1674JaUs6hyNoi_RvO1XaFkbzGiHdkH1YsJ0us3w0a9ANp9y-sHuPpv_c67CsqEJtNIXVk9g4eXmKrIe4uzc-GIFZpB0IVK8m2TYFzS1RfLg-a4gdQs=w138-h92-k-no,-6.8791186,107.5892271
Tebu Hotel Bandung,"4,3",https://lh5.googleusercontent.com/p/AF1QipPGcFY0VQSoQ1P04GAKe5rEUoa-XDJygE7icJw0=w120-h92-k-no,-6.9063347,107.6202485
Wisma Alamanda,"3,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WKmfl4zgaILK1ggXtvfkwazcRDprnWmzE7FoIfOZoLs5f9Fchb9YUxDcnaB-ULtJ7GfVZ6ma_Tu-k-Rt-Qz4t1f3_EzKfqHS5lV4sjmhPSuHSmuKwk59NGx6BIrOoIik1aJPJp514y8UY1hDkF0xNQMhumfK1KFzyDO8uKYWgMIQXndET7sZTDiHQ=w163-h92-k-no,-6.9004345,107.6605044
Collection O 818 Micasa Residence,"3,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WIAOvLJEQHmA1fLtp_lbs3Y46D_bI0mjTKxMVYkEbt_OvJHoCZl34ydx9yU4XWxeK5fSH_Z56CcrwUdvWpNrVpzv0JhmzRjl5z--blvIkqrnBj5FUx7AYYmPHkUBspM51YpuFGvR5Pqqa9qYNIqmjIqj1QqyPBMtbhyTm--m_FeCxhocLvEfxLt=w138-h92-k-no,-6.889249,107.5793864
Homestay Budihouse,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WJJbKYwtgs8CFgtuJOwVkT4dgHXhEraaR3G_ZxpKpvdNsiVZfAhiMtKg3edmMllEEK5a0EYft4QBHb49ydPCTzIrg31DPbpKmIWWXayPhjNd2WXuxMsTIktNOIKyH0KzxosqIFJs7HcPMjsuqiiE1sqSJYvKS7jkqUq9hQoRJliV59jCybyrQ=w136-h92-k-no,-6.8907896,107.5589145
Shakti Capsule Cihampelas,"4,5",https://lh5.googleusercontent.com/p/AF1QipP_XIpfmLEaTlqJZLVF4hEM9osIkKtQ8EtsmITw=w80-h120-k-no,-6.8971498,107.603748
OYO 483 Tamansari Panoramic Bandung,"4,0",https://lh5.googleusercontent.com/p/AF1QipPZnREZWwmAovdQqkQLDWqRnaVdoggpLrU511XP=w137-h92-k-no,-6.937607,107.681715
Saloka Guest House dan Residence,"4,3",https://lh5.googleusercontent.com/p/AF1QipP-t5mf7o--0IgBR4KUrf5qaqzqGxA998O67bLQ=w126-h92-k-no,-6.8673691,107.560356
Bukit Dago Hotel,"4,0",https://lh5.googleusercontent.com/p/AF1QipNgy1Cav8VbOmDvyBtqdyI_S621VCM3Kv2sOrhv=w122-h92-k-no,-6.8770576,107.617146
Bantal Guling Guest House Alun-alun Bandung,"4,0",https://lh5.googleusercontent.com/p/AF1QipPjgAVpqljmY_4PgSbBxDcz32ASrENjy58l6FEu=w138-h92-k-no,-6.9319549,107.606464
SPOT ON 91330 City Munigar Residence Syariah,"3,3",https://lh5.googleusercontent.com/p/AF1QipOjugXW09onMFrYpGMdsk3lLsSaPmGyP1oYkOHl=w137-h92-k-no,-6.9296388,107.6020656
Ciparay Residence Guest House Buah Batu ( Penginapan Bandung ),"4,8",https://lh3.googleusercontent.com/gps-proxy/AMy85WLqW_f2AqOUW1lwHBwmhWwQqsnRw4RkRbls29PxhQmgB-Bdi1hXmEA7z97eJn-g-7y_FlNMLfkIXfmo-yjmlbZ9wGaHiU0I36PqISDUWH2mW-l_hSf8GNp_itNLu4_XUIbwJBVv1QWouUSbGklK5oVGmEOrqS-lo9RF8AXb5cNynmvML_FW9qUS=w138-h92-k-no,-6.9592373,107.6424263
Mess 888 Bandung,"4,0",https://lh5.googleusercontent.com/p/AF1QipOZLM0ZYj1eadBlH_1uv9A_-VybyhmqpfXnFnV_=w163-h92-k-no,-6.9591099,107.6407058
Capital O 2640 Rumah Kayu Cottage Syariah,"4,0",https://lh5.googleusercontent.com/p/AF1QipPy02uwtJE4lskdwXLZ_9Fz6wIGPaSSusqQ0xin=w137-h92-k-no,-6.820573,107.595425
Wisma Galaxy,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WKxjEfHTc8xuEmcwTr-yjGIJy6MP5Wu8D47sJaLz4mA6tywZf-N2jJ4KQGsqWE2_2o7JbsAwosJ9Q4l6zy1CPY4SpxBITxI-QdTf49Jewz83AoXY5ys5czHC7sT-J6LLWxpkpe4PRoHAEK1BXGmiEbLsCROqSxGm8W2PZG4mnTjhRW_jOoDHqPZ=w138-h92-k-no,-6.9784699,107.6345006
Bobobox Pods Paskal,"4,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WJwYA2p14W5FU571kmTv446edvcLgXwiQCNtHKW2fl4_2A_IqxZYjTW38H-cBkW2I2WdcJUMrif6l0C3ZA80pEIgMCEYw-7qoB_NzysrUD8-xRWlXPWaEOG0xaZRLatw1z7_ArE7R7qzshPa3rB2I-6ZWMm29Hx6eiLo0Rv8zZMmsOMwxbmT5bq=w138-h92-k-no,-6.910383,107.5980516
Bobobox Pods Alun Alun,"4,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WJaHQ8Twk9A_4YVXsusxcBrnEpxc3KaNQ5JyHC01-rMHi7eqK-cC3gsDP61CmtCppq4ckVz5feQqFQCA2EtT5LraSbnG3xcvPcgyTKN5Xi9m53PPIDVfHxU9xpDkWnTb7A3Ax9aJMXcimpnsPaM1fxplqDzQ56ZCsX27l97Ym4B-9f7oRUpUncWNA=w138-h92-k-no,-6.9234006,107.6046934
Skyland Guest House & Residence Pasteur,"4,8",https://lh5.googleusercontent.com/p/AF1QipMOq7ZTuqeTfR1i4YaJBQUTEEoSgXlZOcKEDoVg=w80-h106-k-no,-6.8828529,107.5794329
OYO 1446 Patradisa Hotel,"3,5",https://lh3.googleusercontent.com/gps-proxy/AMy85WLVMjIHbRWq6DLCu5E0-HPbeWvhM7Yc_OErzMKEYHGPq1-f1pD-_kBt8iFLx-FkecFUaAFOG2SbpGBI_PUwiY4zA0GL4hQsEV-FpoBSP1oBbyriHBP_ArnIHhP2s76LMKBs0RJWAjDAgB-NGSHA5_3xPuA_G2ltJnt6rdgZKN0O040q3ge_GGhzNw=w138-h92-k-no,-6.912375,107.6088342
OYO 3463 Cimahi Guest House,"4,0",https://lh5.googleusercontent.com/p/AF1QipNQgu12m3E0PwxIurgSoSHAdDKj3rGdbdPiSi5K=w137-h92-k-no,-6.8980783,107.5614299
Capital O 91466 Hotel Neu Backpacker TF Syariah (SMK TB),"3,7",https://lh5.googleusercontent.com/p/AF1QipONx7AxTlu9N_kptERvRkcVEcKC1ribU3wXNO4N=w137-h92-k-no,-6.8076979,107.5534101
The Batik Bed And Coffee Bandung,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WL6UgS3NgZyWwGHnk5oEW-CImm5Eybd4pngqEtapzQ8ITQyaK0e-Pb_EyTELjwuJ_PswG88NO4raJPVolETJgCHCVsxZMlImerndu7F2xdJVyfedis0aCmaGcawz_fdvwaoz4VRXHGbchknazBzcNKXyE2X84ntYvXapY0ap4dTblAnyOz1XlM=w138-h92-k-no,-6.9464194,107.6127031
House Sangkuriang Bandung,"4,6",https://lh3.googleusercontent.com/gps-proxy/AMy85WLcQ8iT317ezhrHw1iV1WL0nCtuHNj-ZR7pJE76___0nfa2--S_KDfoknqZxPFu8V5EEi-CmlGiFER0ac2QupwjM5Ay_A41lphGvHdqtzoVNI3FF1rYO8_RGGGTE-sYCQONZt_nij5y90VivMw31xXdwwtFfxAch0P3qZS2VfBY6hBZPwY5bcUO=w80-h120-k-no,-6.8845928,107.6115341
Unique Guesthouse,"3,9",https://lh3.googleusercontent.com/gps-proxy/AMy85WJJQMZh0BmY7g-xvDXHb_dCrvo-NQIOBuikMfRg9R9uEqM2J634-HrreyiGBosRobz3T0EcwV-L8kz6yJ9T0uq8dbpwpGKmnfLA_6qRLvjcx8DpC9CN5G6NCsYwgZ6GNV6Tw7INu1PsbeYgQ9PSXKR-GYAm7LM3JG24pC1em-8asKJ2m_SCqnU=w80-h120-k-no,-6.918746,107.5997726
Wisma Rina Rini (Kampus UPI Cibiru),"3,9",https://lh5.googleusercontent.com/p/AF1QipMRDMfTCQFPy-stsK_5hF7oMx7cOALkEoHdlW7x=w80-h106-k-no,-6.9427116,107.7257598
Bali World Hotel,"4,2",https://lh5.googleusercontent.com/p/AF1QipPzG4a71yw_hYla30owxQWS6VVGJevq7fBb6nHP=w138-h92-k-no,-6.9384525,107.6632429
OYO 3406 Pandu Prima Guest House Syariah,"3,7",https://lh3.googleusercontent.com/gps-proxy/AMy85WJtJZZq_mwEiwWlvwtzeB24kmhVAqW4Axcif4AkrcbjgqmVOeWG06O4UkJoBGJ_EoxE3O_13YngiUZfhW5ttnC6rIUikRvNI8XmQgWCspbihX3BC8zloOBqya3lgMNuUMfHu0WlIKxqJN23lKw1zzKw7227-q9B3vBzZOw8diF7xxUiL7zLm1du=w138-h92-k-no,-6.91702,107.6604649
ULTIMA GUEST HOUSE,"4,5",https://lh5.googleusercontent.com/p/AF1QipNzitWGXnJUVaZoMb73QDm3a__VAvWrcYhKvVo_=w137-h92-k-no,-6.942673,107.641944
Zoe Guest House Hotel Bandung,"4,7",https://lh5.googleusercontent.com/p/AF1QipO2riypj2iotXStUucR-86Vuf9EKqT2xQLAKFPD=w187-h92-k-no,-6.8826869,107.581932
Hotel Alam Permai,"4,0",https://lh3.googleusercontent.com/gps-proxy/AMy85WJae1_nuznnPgUuBD-Qpq9iSXPynCQhGhfUji5kGeALsujb14CgKpDvkBYfBI6ImmXL3rIq0yLDqu5_yEx4M05pltETXegzxgHp5DkCDAnW44uiIyMmUvDrVRD9hKyzdIlnun8J9P_zz9ESXgHhph8EELFY5DL0TEthdlFxqn2m9-GQr3Jd0D3Dzg=w122-h92-k-no,-6.8431297,107.6004568
Villa Astuti Lestari,"4,3",https://lh3.googleusercontent.com/gps-proxy/AMy85WKecTd8mc50OCDAuHKIS5MQK3iQznMFWJVf0m1_ppKNiGN6Im4po3QHw12aTE6UUBJtS2Y3J8c27U1XRZgs8E_TyTt-IkRjXZWTRq9gq9AkkRMSvrwuPfCYaZrQsH26p6KC_gS9HhvIi-2xBWStLwPU-bW2te-LyhkSh8UgtHGi3ovNcnX9OpAaNWyhwj628_pXObo=w122-h92-k-no,-6.8068391,107.5885403
D'Sovia Hotel Bandung,"4,2",https://lh5.googleusercontent.com/p/AF1QipMnv5UXT6N1UH_Hw6Y2sHJby3XG9u01aRBBn2Sn=w92-h92-k-no,-6.917206,107.5980838
Cabine Capsule by J Residence,"3,9",https://lh5.googleusercontent.com/p/AF1QipMtsGKok0Lm6AonZBH5of-C_SNQvRN2usjT2QXu=w122-h92-k-no,-6.8832589,107.5974245
"INAP at Capsule Hostel Bandung, Grand Asia Afrika","4,4",https://lh3.googleusercontent.com/gps-proxy/AMy85WJodflm52LeCCUwGK3nBH6kC8TyREZOSjynXBy_FsdNUYt1mbk6rBemC8uQS61VOKTeXA8zf64G97Ywn0VGmGHxfclpHrHEuCJYEkQ-QMRB1eW-ndOpOAJdzWcKcDXzJSY0u6qUNlq-XkAk7vc7b-Dq1lIwfbV8MrrywNcAYc_q9sHBFf9riLtR=w163-h92-k-no,-6.9240581,107.6183414
Hotel Daily Inn Bandung,"4,2",https://lh5.googleusercontent.com/p/AF1QipPY6iBRWG5EIA2K2DdH9XK182SZK74xjtDf7oVM=w204-h92-k-no,-6.9223823,107.6054945
Flagship 90658 Hotel Asteria,"4,0",https://lh5.googleusercontent.com/p/AF1QipOfM_s2DjcOShCmrvYfzyLACIlQqsGKZDe73xPC=w137-h92-k-no,-6.9280646,107.6214346
Tokyo Cubo,"4,8",https://lh5.googleusercontent.com/p/AF1QipMQWWACGEBPUVoK-ufA976vDC1BaC4AAS7RoKtV=w189-h92-k-no,-6.9096618,107.5973491
